main_category,time_period,average_rating,rating_count,month,year
Daily Gadgets,2018-03,4.118819444444444,314,Mar,2018
Daily Gadgets,2018-04,4.124925373134328,296,Apr,2018
Daily Gadgets,2018-05,4.137518248175183,262,May,2018
Daily Gadgets,2018-06,4.0803053435114505,261,Jun,2018
Daily Gadgets,2018-07,3.9373076923076926,262,Jul,2018
Daily Gadgets,2018-08,4.019349593495935,247,Aug,2018
Daily Gadgets,2018-09,4.295206611570248,223,Sep,2018
Daily Gadgets,2018-10,4.195967741935483,248,Oct,2018
Daily Gadgets,2018-11,4.169076923076923,246,Nov,2018
Daily Gadgets,2018-12,4.178395061728395,344,Dec,2018
Daily Gadgets,2019-01,4.219298245614035,449,Jan,2019
Daily Gadgets,2019-02,4.122485549132948,401,Feb,2019
Daily Gadgets,2019-03,4.214941176470588,401,Mar,2019
Daily Gadgets,2019-04,4.20080459770115,354,Apr,2019
Daily Gadgets,2019-05,4.181264367816092,356,May,2019
Daily Gadgets,2019-06,4.004216216216216,454,Jun,2019
Daily Gadgets,2019-07,4.333287671232877,580,Jul,2019
Daily Gadgets,2019-08,4.190638297872341,503,Aug,2019
Daily Gadgets,2019-09,4.214835164835165,414,Sep,2019
Daily Gadgets,2019-10,4.091220930232558,389,Oct,2019
Daily Gadgets,2019-11,4.043383838383838,409,Nov,2019
Daily Gadgets,2019-12,4.1753790613718405,755,Dec,2019
Daily Gadgets,2020-01,4.2553264604811,907,Jan,2020
Daily Gadgets,2020-02,4.195236220472441,702,Feb,2020
Daily Gadgets,2020-03,4.174581497797357,577,Mar,2020
Daily Gadgets,2020-04,3.8120098039215686,581,Apr,2020
Daily Gadgets,2020-05,3.97802371541502,823,May,2020
Daily Gadgets,2020-06,3.82124513618677,746,Jun,2020
Daily Gadgets,2020-07,4.064301075268817,784,Jul,2020
Daily Gadgets,2020-08,4.1529729729729725,810,Aug,2020
Daily Gadgets,2020-09,4.127717391304348,769,Sep,2020
Daily Gadgets,2020-10,4.070425531914894,773,Oct,2020
Daily Gadgets,2020-11,4.027906976744187,645,Nov,2020
Daily Gadgets,2020-12,3.9764882943143816,854,Dec,2020
Daily Gadgets,2021-01,4.1211,1165,Jan,2021
Daily Gadgets,2021-02,3.9422689075630255,1013,Feb,2021
Daily Gadgets,2021-03,3.9253865979381444,1195,Mar,2021
Daily Gadgets,2021-04,3.919166666666667,1077,Apr,2021
Daily Gadgets,2021-05,3.901,924,May,2021
Daily Gadgets,2021-06,4.05099358974359,770,Jun,2021
Daily Gadgets,2021-07,3.9128613569321535,797,Jul,2021
Daily Gadgets,2021-08,3.881186440677966,679,Aug,2021
Daily Gadgets,2021-09,3.811060070671378,544,Sep,2021
Daily Gadgets,2021-10,3.8475899280575545,546,Oct,2021
Daily Gadgets,2021-11,3.8748015873015875,500,Nov,2021
Daily Gadgets,2021-12,3.7983125,697,Dec,2021
Daily Gadgets,2022-01,3.9570270270270274,906,Jan,2022
Daily Gadgets,2022-02,3.8973666666666666,666,Feb,2022
Daily Gadgets,2022-03,3.9251351351351347,689,Mar,2022
Daily Gadgets,2022-04,3.86397212543554,593,Apr,2022
Daily Gadgets,2022-05,3.753993055555556,545,May,2022
Daily Gadgets,2022-06,3.9767999999999994,532,Jun,2022
Daily Gadgets,2022-07,3.9475084175084176,600,Jul,2022
Daily Gadgets,2022-08,3.910864197530864,705,Aug,2022
Daily Gadgets,2022-09,3.9291746031746033,640,Sep,2022
Daily Gadgets,2022-10,3.9305044510385754,701,Oct,2022
Daily Gadgets,2022-11,3.9829537366548045,713,Nov,2022
Daily Gadgets,2022-12,4.097456140350877,916,Dec,2022
Daily Gadgets,2023-01,4.063937007874015,975,Jan,2023
Daily Gadgets,2023-02,4.002142857142857,705,Feb,2023
Daily Gadgets,2023-03,3.990685714285714,860,Mar,2023
Daily Gadgets,2023-04,3.9506415094339626,542,Apr,2023
Daily Gadgets,2023-05,3.96247311827957,310,May,2023
Daily Gadgets,2023-06,4.09087591240876,205,Jun,2023
Daily Gadgets,2023-07,4.226194690265487,173,Jul,2023
Daily Gadgets,2023-08,3.923809523809524,115,Aug,2023
Daily Gadgets,2023-09,3.75,9,Sep,2023
Media,1998-11,5.0,1,Nov,1998
Media,1998-12,4.25,5,Dec,1998
Media,1999-01,5.0,1,Jan,1999
Media,1999-03,5.0,1,Mar,1999
Media,1999-08,4.5,2,Aug,1999
Media,1999-09,5.0,2,Sep,1999
Media,1999-10,5.0,1,Oct,1999
Media,1999-11,5.0,1,Nov,1999
Media,1999-12,4.6,5,Dec,1999
Media,2000-01,4.75,6,Jan,2000
Media,2000-03,5.0,2,Mar,2000
Media,2000-04,4.75,3,Apr,2000
Media,2000-05,5.0,1,May,2000
Media,2000-07,4.666666666666667,3,Jul,2000
Media,2000-08,4.5,2,Aug,2000
Media,2000-09,5.0,1,Sep,2000
Media,2000-10,5.0,2,Oct,2000
Media,2000-11,5.0,2,Nov,2000
Media,2000-12,5.0,1,Dec,2000
Media,2001-01,2.0,2,Jan,2001
Media,2001-02,5.0,2,Feb,2001
Media,2001-03,5.0,1,Mar,2001
Media,2001-04,5.0,3,Apr,2001
Media,2001-05,5.0,1,May,2001
Media,2001-07,4.583333333333333,6,Jul,2001
Media,2001-08,4.415,17,Aug,2001
Media,2001-09,4.75,5,Sep,2001
Media,2001-10,5.0,4,Oct,2001
Media,2001-11,5.0,3,Nov,2001
Media,2001-12,5.0,2,Dec,2001
Media,2002-01,4.5,7,Jan,2002
Media,2002-02,4.0,3,Feb,2002
Media,2002-03,5.0,1,Mar,2002
Media,2002-04,3.0,1,Apr,2002
Media,2002-06,4.333333333333333,3,Jun,2002
Media,2002-07,4.0,1,Jul,2002
Media,2002-09,5.0,2,Sep,2002
Media,2002-10,4.666666666666667,3,Oct,2002
Media,2002-11,4.333333333333333,3,Nov,2002
Media,2002-12,4.25,4,Dec,2002
Media,2003-01,5.0,2,Jan,2003
Media,2003-02,4.0,2,Feb,2003
Media,2003-03,5.0,1,Mar,2003
Media,2003-04,4.666666666666667,3,Apr,2003
Media,2003-05,4.0,2,May,2003
Media,2003-06,4.833333333333333,6,Jun,2003
Media,2003-07,4.666666666666667,3,Jul,2003
Media,2003-09,4.5,4,Sep,2003
Media,2003-10,3.0,2,Oct,2003
Media,2003-11,5.0,2,Nov,2003
Media,2003-12,4.25,4,Dec,2003
Media,2004-01,5.0,2,Jan,2004
Media,2004-02,4.0,2,Feb,2004
Media,2004-03,4.0,1,Mar,2004
Media,2004-05,3.0,2,May,2004
Media,2004-06,5.0,1,Jun,2004
Media,2004-07,3.0,1,Jul,2004
Media,2004-08,3.0,1,Aug,2004
Media,2004-09,5.0,1,Sep,2004
Media,2004-10,3.25,4,Oct,2004
Media,2004-12,4.75,4,Dec,2004
Media,2005-01,4.0,3,Jan,2005
Media,2005-02,5.0,1,Feb,2005
Media,2005-03,5.0,3,Mar,2005
Media,2005-04,4.333333333333333,4,Apr,2005
Media,2005-05,4.9,6,May,2005
Media,2005-06,4.8325,6,Jun,2005
Media,2005-07,4.5,5,Jul,2005
Media,2005-08,3.6666666666666665,6,Aug,2005
Media,2005-09,4.75,7,Sep,2005
Media,2005-10,4.333333333333333,4,Oct,2005
Media,2005-11,4.666666666666667,7,Nov,2005
Media,2005-12,5.0,2,Dec,2005
Media,2006-01,3.75,4,Jan,2006
Media,2006-02,4.625,8,Feb,2006
Media,2006-03,4.75,7,Mar,2006
Media,2006-04,3.6,18,Apr,2006
Media,2006-05,4.5,5,May,2006
Media,2006-06,4.4,5,Jun,2006
Media,2006-07,3.5,2,Jul,2006
Media,2006-08,4.142857142857143,8,Aug,2006
Media,2006-09,4.5,2,Sep,2006
Media,2006-10,4.0,2,Oct,2006
Media,2006-11,4.333333333333333,3,Nov,2006
Media,2006-12,4.8,9,Dec,2006
Media,2007-01,4.481111111111111,12,Jan,2007
Media,2007-02,4.6,5,Feb,2007
Media,2007-03,4.333333333333333,7,Mar,2007
Media,2007-04,4.223333333333334,6,Apr,2007
Media,2007-05,4.166666666666667,10,May,2007
Media,2007-06,4.45,18,Jun,2007
Media,2007-07,4.625,5,Jul,2007
Media,2007-08,5.0,6,Aug,2007
Media,2007-09,3.0,6,Sep,2007
Media,2007-10,3.9166666666666665,8,Oct,2007
Media,2007-11,4.0,3,Nov,2007
Media,2007-12,5.0,6,Dec,2007
Media,2008-01,4.777777777777778,12,Jan,2008
Media,2008-02,4.5,10,Feb,2008
Media,2008-03,4.4,6,Mar,2008
Media,2008-04,3.6,6,Apr,2008
Media,2008-05,4.0,3,May,2008
Media,2008-06,3.5,2,Jun,2008
Media,2008-07,3.2783333333333338,8,Jul,2008
Media,2008-08,4.2,5,Aug,2008
Media,2008-09,4.0,3,Sep,2008
Media,2008-10,4.166666666666667,7,Oct,2008
Media,2008-11,3.5,6,Nov,2008
Media,2008-12,4.285714285714286,8,Dec,2008
Media,2009-01,4.777777777777778,12,Jan,2009
Media,2009-02,4.5,7,Feb,2009
Media,2009-03,4.1,6,Mar,2009
Media,2009-04,3.6666666666666665,3,Apr,2009
Media,2009-05,4.471666666666667,11,May,2009
Media,2009-06,4.3,6,Jun,2009
Media,2009-07,3.0242857142857145,10,Jul,2009
Media,2009-08,4.434,8,Aug,2009
Media,2009-09,4.642857142857143,8,Sep,2009
Media,2009-10,3.75,6,Oct,2009
Media,2009-11,4.0,4,Nov,2009
Media,2009-12,4.514285714285714,11,Dec,2009
Media,2010-01,4.0,8,Jan,2010
Media,2010-02,4.75,4,Feb,2010
Media,2010-03,4.83375,10,Mar,2010
Media,2010-04,4.5,10,Apr,2010
Media,2010-05,2.9425,21,May,2010
Media,2010-06,4.177777777777778,22,Jun,2010
Media,2010-07,3.9114285714285715,15,Jul,2010
Media,2010-08,4.118181818181818,19,Aug,2010
Media,2010-09,4.142857142857143,7,Sep,2010
Media,2010-10,4.4,5,Oct,2010
Media,2010-11,3.6666666666666665,7,Nov,2010
Media,2010-12,4.357142857142857,9,Dec,2010
Media,2011-01,3.2857142857142856,10,Jan,2011
Media,2011-02,4.167,12,Feb,2011
Media,2011-03,4.0,14,Mar,2011
Media,2011-04,4.571428571428571,7,Apr,2011
Media,2011-05,4.2588888888888885,17,May,2011
Media,2011-06,4.571428571428571,8,Jun,2011
Media,2011-07,4.0,9,Jul,2011
Media,2011-08,3.9166666666666665,8,Aug,2011
Media,2011-09,4.534000000000001,11,Sep,2011
Media,2011-10,4.0,12,Oct,2011
Media,2011-11,3.7142857142857144,8,Nov,2011
Media,2011-12,4.666666666666667,12,Dec,2011
Media,2012-01,4.673076923076923,32,Jan,2012
Media,2012-02,4.430000000000001,28,Feb,2012
Media,2012-03,4.456153846153846,59,Mar,2012
Media,2012-04,4.458333333333333,38,Apr,2012
Media,2012-05,4.202,35,May,2012
Media,2012-06,4.698181818181818,26,Jun,2012
Media,2012-07,4.42,39,Jul,2012
Media,2012-08,4.166818181818182,31,Aug,2012
Media,2012-09,4.695217391304348,62,Sep,2012
Media,2012-10,4.592727272727273,85,Oct,2012
Media,2012-11,4.3785185185185185,125,Nov,2012
Media,2012-12,4.425789473684211,248,Dec,2012
Media,2013-01,4.377692307692308,222,Jan,2013
Media,2013-02,4.719310344827587,292,Feb,2013
Media,2013-03,4.296216216216217,466,Mar,2013
Media,2013-04,4.354166666666667,207,Apr,2013
Media,2013-05,4.362903225806452,179,May,2013
Media,2013-06,4.39972972972973,165,Jun,2013
Media,2013-07,4.525172413793103,181,Jul,2013
Media,2013-08,4.419444444444444,186,Aug,2013
Media,2013-09,4.444,169,Sep,2013
Media,2013-10,4.216486486486486,300,Oct,2013
Media,2013-11,4.463421052631579,205,Nov,2013
Media,2013-12,4.411636363636363,246,Dec,2013
Media,2014-01,4.458627450980392,350,Jan,2014
Media,2014-02,4.600408163265306,217,Feb,2014
Media,2014-03,4.272857142857143,320,Mar,2014
Media,2014-04,4.558367346938776,239,Apr,2014
Media,2014-05,4.327111111111111,228,May,2014
Media,2014-06,4.389230769230769,200,Jun,2014
Media,2014-07,4.3978125,260,Jul,2014
Media,2014-08,4.516911764705882,261,Aug,2014
Media,2014-09,4.306851851851852,196,Sep,2014
Media,2014-10,4.52622641509434,278,Oct,2014
Media,2014-11,4.596111111111111,248,Nov,2014
Media,2014-12,4.485087719298246,395,Dec,2014
Media,2015-01,4.408615384615385,636,Jan,2015
Media,2015-02,4.513559322033898,914,Feb,2015
Media,2015-03,4.392608695652173,1343,Mar,2015
Media,2015-04,4.4152,767,Apr,2015
Media,2015-05,4.475918367346939,484,May,2015
Media,2015-06,4.5737499999999995,374,Jun,2015
Media,2015-07,4.400714285714286,318,Jul,2015
Media,2015-08,4.608333333333333,291,Aug,2015
Media,2015-09,4.500169491525424,298,Sep,2015
Media,2015-10,4.390392156862745,368,Oct,2015
Media,2015-11,4.451428571428572,264,Nov,2015
Media,2015-12,4.372121212121212,126,Dec,2015
Media,2016-01,4.54,198,Jan,2016
Media,2016-02,4.639565217391304,176,Feb,2016
Media,2016-03,4.385076923076923,188,Mar,2016
Media,2016-04,4.4282352941176475,169,Apr,2016
Media,2016-05,4.339298245614035,173,May,2016
Media,2016-06,4.667358490566038,117,Jun,2016
Media,2016-07,4.489111111111111,103,Jul,2016
Media,2016-08,4.432830188679246,155,Aug,2016
Media,2016-09,4.366666666666666,160,Sep,2016
Media,2016-10,4.439791666666667,199,Oct,2016
Media,2016-11,4.554390243902438,170,Nov,2016
Media,2016-12,4.4373015873015875,298,Dec,2016
Media,2017-01,4.313518518518519,327,Jan,2017
Media,2017-02,4.306388888888889,183,Feb,2017
Media,2017-03,4.366666666666667,192,Mar,2017
Media,2017-04,4.656590909090909,163,Apr,2017
Media,2017-05,4.406341463414634,150,May,2017
Media,2017-06,4.510243902439024,163,Jun,2017
Media,2017-07,4.290576923076923,189,Jul,2017
Media,2017-08,4.433921568627451,221,Aug,2017
Media,2017-09,4.548039215686274,214,Sep,2017
Media,2017-10,4.379814814814814,220,Oct,2017
Media,2017-11,4.184047619047619,185,Nov,2017
Media,2017-12,4.369090909090909,283,Dec,2017
Media,2018-01,4.378793103448276,355,Jan,2018
Media,2018-02,4.784126984126984,239,Feb,2018
Media,2018-03,4.286666666666667,245,Mar,2018
Media,2018-04,4.57842105263158,201,Apr,2018
Media,2018-05,4.62811320754717,175,May,2018
Media,2018-06,4.56135593220339,165,Jun,2018
Media,2018-07,4.498103448275862,165,Jul,2018
Media,2018-08,4.671777777777778,171,Aug,2018
Media,2018-09,4.627450980392157,101,Sep,2018
Media,2018-10,4.58655737704918,127,Oct,2018
Media,2018-11,4.397115384615384,119,Nov,2018
Media,2018-12,4.583030303030303,150,Dec,2018
Media,2019-01,4.563088235294118,165,Jan,2019
Media,2019-02,4.45875,115,Feb,2019
Media,2019-03,4.3839999999999995,124,Mar,2019
Media,2019-04,4.766,143,Apr,2019
Media,2019-05,4.442666666666667,123,May,2019
Media,2019-06,4.673015873015872,132,Jun,2019
Media,2019-07,4.466619718309859,160,Jul,2019
Media,2019-08,4.590727272727273,121,Aug,2019
Media,2019-09,4.594444444444444,78,Sep,2019
Media,2019-10,4.600576923076923,87,Oct,2019
Media,2019-11,4.633859649122807,98,Nov,2019
Media,2019-12,4.372950819672131,122,Dec,2019
Media,2020-01,4.61014705882353,132,Jan,2020
Media,2020-02,4.5,83,Feb,2020
Media,2020-03,4.369285714285715,82,Mar,2020
Media,2020-04,4.308648648648648,93,Apr,2020
Media,2020-05,4.434905660377359,132,May,2020
Media,2020-06,4.506808510638297,91,Jun,2020
Media,2020-07,4.170731707317073,75,Jul,2020
Media,2020-08,4.347631578947369,59,Aug,2020
Media,2020-09,4.375,52,Sep,2020
Media,2020-10,4.457297297297297,65,Oct,2020
Media,2020-11,4.5929166666666665,81,Nov,2020
Media,2020-12,4.197560975609756,64,Dec,2020
Media,2021-01,4.640425531914894,89,Jan,2021
Media,2021-02,4.05725,63,Feb,2021
Media,2021-03,4.28945945945946,71,Mar,2021
Media,2021-04,4.222727272727273,66,Apr,2021
Media,2021-05,4.124255319148936,59,May,2021
Media,2021-06,4.319444444444445,51,Jun,2021
Media,2021-07,4.413823529411765,56,Jul,2021
Media,2021-08,4.554054054054054,48,Aug,2021
Media,2021-09,4.276285714285714,48,Sep,2021
Media,2021-10,4.303333333333334,58,Oct,2021
Media,2021-11,4.220588235294118,42,Nov,2021
Media,2021-12,4.319444444444445,49,Dec,2021
Media,2022-01,4.367073170731707,73,Jan,2022
Media,2022-02,4.501666666666667,60,Feb,2022
Media,2022-03,4.347222222222222,43,Mar,2022
Media,2022-04,4.432222222222222,38,Apr,2022
Media,2022-05,4.373928571428571,40,May,2022
Media,2022-06,4.58,34,Jun,2022
Media,2022-07,4.355217391304348,34,Jul,2022
Media,2022-08,4.5415625,40,Aug,2022
Media,2022-09,4.563823529411764,44,Sep,2022
Media,2022-10,4.86,33,Oct,2022
Media,2022-11,4.725,32,Nov,2022
Media,2022-12,4.434642857142857,36,Dec,2022
Media,2023-01,4.735294117647059,43,Jan,2023
Media,2023-02,4.689655172413793,42,Feb,2023
Media,2023-03,4.2396875,38,Mar,2023
Media,2023-04,4.25,21,Apr,2023
Media,2023-05,4.3,10,May,2023
Media,2023-06,4.416666666666667,14,Jun,2023
Media,2023-07,4.888888888888889,10,Jul,2023
Media,2023-08,4.833333333333333,7,Aug,2023
Others,1999-09,4.0,1,Sep,1999
Others,1999-11,4.75,5,Nov,1999
Others,1999-12,3.7616666666666667,13,Dec,1999
Others,2000-01,4.215,12,Jan,2000
Others,2000-02,3.875,9,Feb,2000
Others,2000-03,3.8,7,Mar,2000
Others,2000-04,3.9375,7,Apr,2000
Others,2000-05,4.4,5,May,2000
Others,2000-06,4.125,9,Jun,2000
Others,2000-07,4.333333333333333,6,Jul,2000
Others,2000-08,3.6,12,Aug,2000
Others,2000-09,4.4,5,Sep,2000
Others,2000-10,3.666923076923077,19,Oct,2000
Others,2000-11,4.387142857142857,32,Nov,2000
Others,2000-12,3.9225,26,Dec,2000
Others,2001-01,3.5505555555555555,30,Jan,2001
Others,2001-02,4.2,21,Feb,2001
Others,2001-03,3.533,12,Mar,2001
Others,2001-04,3.8682352941176474,35,Apr,2001
Others,2001-05,4.225714285714285,27,May,2001
Others,2001-06,3.8333333333333335,26,Jun,2001
Others,2001-07,3.3284999999999996,27,Jul,2001
Others,2001-08,3.607142857142857,15,Aug,2001
Others,2001-09,3.8,12,Sep,2001
Others,2001-10,4.055555555555555,21,Oct,2001
Others,2001-11,4.284000000000001,38,Nov,2001
Others,2001-12,3.538,44,Dec,2001
Others,2002-01,3.073125,27,Jan,2002
Others,2002-02,3.0416666666666665,15,Feb,2002
Others,2002-03,3.760625,21,Mar,2002
Others,2002-04,4.625,14,Apr,2002
Others,2002-05,4.090909090909091,12,May,2002
Others,2002-06,3.8252380952380953,24,Jun,2002
Others,2002-07,4.055555555555555,11,Jul,2002
Others,2002-08,3.8058333333333336,18,Aug,2002
Others,2002-09,4.029999999999999,24,Sep,2002
Others,2002-10,3.4294444444444445,24,Oct,2002
Others,2002-11,3.8280000000000003,22,Nov,2002
Others,2002-12,3.508947368421053,31,Dec,2002
Others,2003-01,4.012142857142857,19,Jan,2003
Others,2003-02,4.125,13,Feb,2003
Others,2003-03,3.6827272727272726,33,Mar,2003
Others,2003-04,3.8872222222222224,27,Apr,2003
Others,2003-05,4.083333333333333,16,May,2003
Others,2003-06,3.9,10,Jun,2003
Others,2003-07,4.232142857142857,18,Jul,2003
Others,2003-08,3.8863636363636362,16,Aug,2003
Others,2003-09,4.341538461538462,24,Sep,2003
Others,2003-10,3.7233333333333336,24,Oct,2003
Others,2003-11,3.9,25,Nov,2003
Others,2003-12,3.76,45,Dec,2003
Others,2004-01,3.2855,35,Jan,2004
Others,2004-02,3.8592307692307695,19,Feb,2004
Others,2004-03,4.340909090909091,14,Mar,2004
Others,2004-04,3.590909090909091,14,Apr,2004
Others,2004-05,3.826923076923077,16,May,2004
Others,2004-06,3.27125,13,Jun,2004
Others,2004-07,3.5,10,Jul,2004
Others,2004-08,3.6470588235294117,23,Aug,2004
Others,2004-09,3.8,11,Sep,2004
Others,2004-10,3.6063636363636364,13,Oct,2004
Others,2004-11,3.907222222222222,22,Nov,2004
Others,2004-12,3.84375,22,Dec,2004
Others,2005-01,3.761904761904762,30,Jan,2005
Others,2005-02,3.5416666666666665,16,Feb,2005
Others,2005-03,3.6,12,Mar,2005
Others,2005-04,3.9826315789473683,21,Apr,2005
Others,2005-05,3.0,6,May,2005
Others,2005-06,3.410769230769231,20,Jun,2005
Others,2005-07,2.9285714285714284,14,Jul,2005
Others,2005-08,3.7538095238095237,25,Aug,2005
Others,2005-09,4.1375,26,Sep,2005
Others,2005-10,4.245555555555556,25,Oct,2005
Others,2005-11,3.75,25,Nov,2005
Others,2005-12,3.1816666666666666,26,Dec,2005
Others,2006-01,3.380909090909091,30,Jan,2006
Others,2006-02,3.985294117647059,25,Feb,2006
Others,2006-03,4.0128571428571425,43,Mar,2006
Others,2006-04,3.0595652173913046,61,Apr,2006
Others,2006-05,4.1495,39,May,2006
Others,2006-06,3.6774999999999998,34,Jun,2006
Others,2006-07,3.8523809523809525,29,Jul,2006
Others,2006-08,3.902173913043478,33,Aug,2006
Others,2006-09,3.762105263157895,29,Sep,2006
Others,2006-10,3.65,19,Oct,2006
Others,2006-11,4.147857142857143,39,Nov,2006
Others,2006-12,3.6460714285714286,56,Dec,2006
Others,2007-01,3.969148936170213,115,Jan,2007
Others,2007-02,3.8181481481481483,48,Feb,2007
Others,2007-03,3.826774193548387,51,Mar,2007
Others,2007-04,2.861111111111111,25,Apr,2007
Others,2007-05,3.9419999999999997,74,May,2007
Others,2007-06,3.769090909090909,29,Jun,2007
Others,2007-07,3.4065714285714286,50,Jul,2007
Others,2007-08,3.645625,43,Aug,2007
Others,2007-09,4.199310344827587,58,Sep,2007
Others,2007-10,3.744782608695652,34,Oct,2007
Others,2007-11,4.253,148,Nov,2007
Others,2007-12,3.785185185185185,156,Dec,2007
Others,2008-01,3.755652173913043,225,Jan,2008
Others,2008-02,3.6381818181818186,115,Feb,2008
Others,2008-03,3.967567567567568,81,Mar,2008
Others,2008-04,4.015277777777778,86,Apr,2008
Others,2008-05,3.568947368421053,65,May,2008
Others,2008-06,3.8632142857142857,66,Jun,2008
Others,2008-07,4.053571428571429,48,Jul,2008
Others,2008-08,3.7465,41,Aug,2008
Others,2008-09,3.8672000000000004,65,Sep,2008
Others,2008-10,4.104736842105263,94,Oct,2008
Others,2008-11,4.146333333333334,162,Nov,2008
Others,2008-12,3.5459090909090913,157,Dec,2008
Others,2009-01,3.980645161290323,213,Jan,2009
Others,2009-02,3.9278846153846154,151,Feb,2009
Others,2009-03,3.6952173913043476,130,Mar,2009
Others,2009-04,3.780851063829787,96,Apr,2009
Others,2009-05,4.069791666666666,90,May,2009
Others,2009-06,3.871896551724138,299,Jun,2009
Others,2009-07,3.8456097560975606,130,Jul,2009
Others,2009-08,3.99075,90,Aug,2009
Others,2009-09,3.957391304347826,97,Sep,2009
Others,2009-10,3.922093023255814,84,Oct,2009
Others,2009-11,3.971190476190476,78,Nov,2009
Others,2009-12,3.8099999999999996,112,Dec,2009
Others,2010-01,3.907142857142857,113,Jan,2010
Others,2010-02,3.866231884057971,113,Feb,2010
Others,2010-03,3.803559322033898,90,Mar,2010
Others,2010-04,3.6610416666666663,91,Apr,2010
Others,2010-05,3.94027027027027,97,May,2010
Others,2010-06,3.7336363636363634,103,Jun,2010
Others,2010-07,3.992173913043478,82,Jul,2010
Others,2010-08,3.998367346938775,74,Aug,2010
Others,2010-09,3.862641509433962,81,Sep,2010
Others,2010-10,3.9904166666666665,73,Oct,2010
Others,2010-11,3.8461538461538463,105,Nov,2010
Others,2010-12,3.641756756756757,141,Dec,2010
Others,2011-01,4.013780487804878,155,Jan,2011
Others,2011-02,3.5219298245614037,109,Feb,2011
Others,2011-03,3.8361111111111112,103,Mar,2011
Others,2011-04,3.6754411764705885,124,Apr,2011
Others,2011-05,3.8901587301587304,94,May,2011
Others,2011-06,3.6454999999999997,106,Jun,2011
Others,2011-07,3.8505797101449275,102,Jul,2011
Others,2011-08,3.8376923076923077,96,Aug,2011
Others,2011-09,4.05135593220339,95,Sep,2011
Others,2011-10,3.9571698113207545,144,Oct,2011
Others,2011-11,3.7236923076923074,154,Nov,2011
Others,2011-12,3.7870769230769232,160,Dec,2011
Others,2012-01,4.051808510638298,168,Jan,2012
Others,2012-02,3.8136363636363635,171,Feb,2012
Others,2012-03,3.7983333333333333,178,Mar,2012
Others,2012-04,3.706753246753247,127,Apr,2012
Others,2012-05,3.72578125,102,May,2012
Others,2012-06,3.9244736842105263,123,Jun,2012
Others,2012-07,3.9098591549295776,112,Jul,2012
Others,2012-08,3.9609782608695654,129,Aug,2012
Others,2012-09,3.8034177215189877,118,Sep,2012
Others,2012-10,3.6982758620689653,121,Oct,2012
Others,2012-11,3.886810344827586,222,Nov,2012
Others,2012-12,4.019823529411765,416,Dec,2012
Others,2013-01,3.957598253275109,532,Jan,2013
Others,2013-02,4.106709677419355,372,Feb,2013
Others,2013-03,3.9530405405405404,361,Mar,2013
Others,2013-04,3.992147239263804,311,Apr,2013
Others,2013-05,3.8589208633093524,283,May,2013
Others,2013-06,4.0305369127516775,258,Jun,2013
Others,2013-07,3.9951333333333334,314,Jul,2013
Others,2013-08,3.950625,329,Aug,2013
Others,2013-09,3.8742500000000004,230,Sep,2013
Others,2013-10,4.072155172413793,254,Oct,2013
Others,2013-11,3.743448275862069,808,Nov,2013
Others,2013-12,3.852839506172839,603,Dec,2013
Others,2014-01,4.118282828282828,617,Jan,2014
Others,2014-02,3.9773142857142854,435,Feb,2014
Others,2014-03,4.0231111111111115,414,Mar,2014
Others,2014-04,3.9875524475524475,327,Apr,2014
Others,2014-05,3.9700657894736846,358,May,2014
Others,2014-06,4.166376811594203,329,Jun,2014
Others,2014-07,4.030869565217391,593,Jul,2014
Others,2014-08,4.146504854368932,615,Aug,2014
Others,2014-09,4.110989583333333,600,Sep,2014
Others,2014-10,4.2216939890710385,568,Oct,2014
Others,2014-11,4.191511627906977,488,Nov,2014
Others,2014-12,3.8718376068376066,757,Dec,2014
Others,2015-01,4.118535714285715,882,Jan,2015
Others,2015-02,3.970617760617761,831,Feb,2015
Others,2015-03,4.104462151394422,706,Mar,2015
Others,2015-04,4.073412322274882,523,Apr,2015
Others,2015-05,4.026039603960396,522,May,2015
Others,2015-06,4.248072916666667,609,Jun,2015
Others,2015-07,3.9127555555555555,638,Jul,2015
Others,2015-08,4.025656108597285,589,Aug,2015
Others,2015-09,4.149234449760765,546,Sep,2015
Others,2015-10,3.970952380952381,492,Oct,2015
Others,2015-11,4.045026455026455,507,Nov,2015
Others,2015-12,3.827286432160804,589,Dec,2015
Others,2016-01,3.944541832669323,773,Jan,2016
Others,2016-02,4.01287610619469,644,Feb,2016
Others,2016-03,3.9302671755725194,714,Mar,2016
Others,2016-04,4.105416666666667,511,Apr,2016
Others,2016-05,4.093219512195122,497,May,2016
Others,2016-06,3.9252999999999996,522,Jun,2016
Others,2016-07,4.184366197183098,517,Jul,2016
Others,2016-08,3.9193548387096775,518,Aug,2016
Others,2016-09,4.096847290640394,468,Sep,2016
Others,2016-10,3.885531914893617,415,Oct,2016
Others,2016-11,4.044722222222222,433,Nov,2016
Others,2016-12,3.9211417322834645,751,Dec,2016
Others,2017-01,4.088333333333334,818,Jan,2017
Others,2017-02,3.8742180094786733,581,Feb,2017
Others,2017-03,4.181895734597156,626,Mar,2017
Others,2017-04,3.906896551724138,604,Apr,2017
Others,2017-05,3.8372350230414742,514,May,2017
Others,2017-06,4.031885714285715,412,Jun,2017
Others,2017-07,3.8704188481675392,509,Jul,2017
